_---X-_____-X-------_-X-_-XX-X_---_----+--___-----X-___-X-__--___---_______+_______________+__+_++__;_---X-_____-X-------_-X-_-XX-X_---_----+--___-----X-___-X-__--___---____O__+OO_____________+OO+_++O_
__-X-_______---+_+________________---__+____-X-_______------___----XX-___-X-----___-+-_+_____---____;__-X-_______---+O+_OO________O____---__+O___-X-__O____------___----XX-___-X-----_OO-+-O+O____---____
_____-X-_______---__________+___+_______+___________________________________________________________;_____-X-___OO__---O_________+_O_+_____O_+_O_____O___O__O____O____O______OO_O_O_____________O________
__________________________+_____________________________________---_+_____-X-_______---_____________;O_______________O_O___OO__+_O_______O_O_______O______O_______O__---_+__O_O-X-_O____O---___O__O______
_______-X-______+---_+___________________________________+____________+_____+_______________________;_O_____-X-_O___O+---_+_O____________O______O_________O_OO+O____O______+____O+___O____________O______
___________________________________+____________--________-X_____+__--______________________________;_______O______OO_O__O_O_______O_O__+__O_O_O__O__--_____O__-X___O_+__--_______O_________O____O_______
_____________________________________________________---_______-X-_______---__________+_____________;OOO____OO_____________OO___O_________O__OOOO_O_______---____O__-X-______O---_________O+O____________
____-----X--_+-+XX-XX--------+---X-___--__---+____---X-_____XX-----------__-XX+X_____-----_______-X-;____-----X--O+-+XX-XX--------+---X-___--__---+O___---X-_____XX-----------__-XX+X_____-----_______-X-
-X---_+___-X-X-_____-----_+_+___________________________________---_______-X-_______-----______-XX-_;-X---_+___-X-X-_O_O_-----_+_+_____O_O_O_____O_________O_______O_---_______-X-___O___-----____OO-XX-_
_-X-_-XX-X_---_----X________--________________________+____+_________+_++___________________+_++____;_-X-_-XX-X_---_----X_____O__--___________O__O_________+____+_________+O++______O_______O____+O++____
-------X-_-X--X----_------__________+______---+_+____-X-_____+_---____----++_+__XX+-______----______;-------X-_-X--X----_------O_________+______---+_+____-X-__O__+O---____----++O+_OXX+-_____O----______
____________+______________+___+___________-----_____-X-X-_____-----______________________++_+___+__;____O______O+____________OO+___+_________O_-----_____-X-X-___O_-----_______OO_____________++O+__O+O_
____________________________+_______________________________+_______________________________________;____OO________________O__OOO+___________O_O____O__O___O__O__+______O_O_________O_____O______O__O____
_____+____--________X-__---___--__-X-+______---___________________++______+_---_______-X-_______---_;OOO__+_OOO--___O____X-__---___--__-X-+______---O________________O_++OO____+_---__O____-X-_______---_
XX-X-__------X-__-X-_----__---_-XX-__---_-------X-____-X--+-____----X-+_+____---_______-X-__+_++_---;XX-X-__------X-_O-X-_----__---_-XX-__---_-------X-____-X--+-____----X-+O+____---_______-X-__+O++_---
______+___+____________________________________________________________________________+_________+__;O_____+OO_+_O_______O_____OO_____O_______________OO_________O______O_______O_O_________+______OO_+__
____-X-_--____---_-X___+-X-_-----_---+-+XX-____+-X---_____-X---_____-X-X-_+___---X-_______-X-_______;____-X-_--____---_-X__O+-X-_-----_---+-+XX-____+-X---____O-X---_____-X-X-_+O__---X-______O-X-_______
________________________________________________________________________________________+___________;___O__O______________OO__O___________OO________________O____________O_OO__OOO_O_________+____OOO__O_
---___-----X-___-XX----___----+_+___+___+_+___+_____________+__---_______-X-_______----______-XX-___;---___-----X-___-XX----___----+_+___+___+_+_O_+___O_O___O_O_+__---______O-X-______O----______-XX-___
____________________________________________________________________________________________________;_O_______O_____O___OO_________O____O____O____________O_____O_________OO__OOOO__OO________________OO_
___---_-X-___-X-_---___----___---_-X-___-+---X-___-X-X---___-----X-+___-X--X-___-----+----XXXX---XX-;___---_-X-___-X-_---___----___---_-X-___-+---X-___-X-X---___-----X-+OO_-X--X-___-----+----XXXX---XX-
_____+____-------___XXXX-X-___-----------X----_-X-----X------X-----X-_-X-_-X-X-_---_-X---__++_---___;_____+OO__-------___XXXX-X-___-----------X----_-X-----X------X-----X-_-X-_-X-X-_---_-X---_O++_---___
_____-X-_+___-----_____-X-___+___---______---_______-X----____----X-_______---______+___+___________;_____-X-_+___-----_O_OO-X-_O_+___---_O_O__---__O____-X----____----X-_______---___OO_+OO_+_________O_
X-__---___X-__-X-___--__---__________++___________+_____---__------X-__-XXX----__-----_______++_+___;X-__---___X-__-X-___--__---_________O++___________+___OO---_O------X-__-XXX----__-----__O_O__++O+___
--____---_X-__+_-X-+--____---____________________+______+____+_________________+______________+_____;--____---_X-OO+_-X-+--____---O___________O_______+_____O+__OO+O______O_________+_______O_____O+_____
---__------X-__-X-X--X---------X-X-___-X-----___-X-XX-__---X----__-X-X-X-___-X---X-------_-X--X+-___;---__------X-_O-X-X--X---------X-X-___-X-----___-X-XX-__---X----__-X-X-X-___-X---X-------_-X--X+-___
-X-_____---X-_____-X---_____-X_____----X_____-X--X___---+-------X-X---X-X------+X--------X--_-XX+---;-X-_____---X-_____-X---_O___-X_____----X_O___-X--X___---+-------X-X---X-X------+X--------X--_-XX+---
X-_____-X-X-_____---X-________X---__---_--X-__-X-_+---__-+-_______---_+___________+____________+_+__;X-_____-X-X-O____---X-___O____X---__---_--X-__-X-_+---__-+-_O___O_---_+_O_O_______+____________+O+__
+-________X-______++--______--________-X________-X+_______-X+___------+___-XX-_____-----_____-XX-___;+-________X-_____O++--O_____--_____O__-X________-X+_O_____-X+___------+___-XX-_OO__-----_____-XX-___
-X-_____+_------____++_-X-__+____---______________________+___+_________----+__+---XX-____-X----____;-X-_____+_------__O_++O-X-__+____---____________O_________+___+O________----+OO+---XX-____-X----_O__
__-X-_______-+-++_+___-X---_____---X----____----X-_______---___+_+-------___-X-X-X-----X-X----XX----;__-X-_______-+-++O+___-X---____O---X----____----X-_______---___+O+-------___-X-X-X-----X-X----XX----
___________+_______+___________________+______________________________________+_____________________;____O____OO+O____O_+_____O_O_O_____O___+__O____________________O__O_O__O_O____+_________O___________
_______-+-+______-X-+__---_-X-+__-X-----___----XX------------+X+-X-___-----X---___+_---X-_______---_;_______-+-+_____O-X-+__---_-X-+__-X-----O__----XX------------+X+-X-___-----X---__O+_---X-O______---_
________+________________+__+___________+_____+_____________________________________+_______________;O___O_OO+____________O_OO+O_+_________O_+O___O+_O_________________________O_________+______O________
__________+__+__________________________+__---_______-X-_____+_----_--___-X+-_-X--_----_-XX-______-X;__________+__+______O__O______O_____O_O_+__---__O____-X-__O_O+_----_--___-X+-_-X--_----O-XX-______-X
___++_______--------__-X-X-XXX_+--------________________________________________________+___+_______;_OO++_______--------__-X-X-XXX_+--------_O_____________O_O_______O_______O____O_________+___+OO_____
___________________+______________+____+_________________+_++_______________________________________;O_______________O__+______O__O____+____+____O___________O+O++O_O_______________O______O____OOO______
_______________________________________________________+____________________________________________;OOOO_OO_____________________O__O_O___________O_OOOOOO__+____________O______________OO_______________
______+___---___---_-X-___-X-_-X-___---_-----+_------X-__-X-X----__---X-________X-___+__+_--________;____OO+O__---___---_-X-___-X-_-X-__O---_-----+_------X-O_-X-X----__---X-O_____O_X-__O+__+_--________
__---_______-X-_______---___+____---_______-X-_______---____________________+____+__+_+_____________;O_---__O__O_-X-_____O_---__O+____---_______-X-______O---________O_O_______O_+___O+__+_+_O_____O___O_
_______+___________________________________________________________________________________+________;_____OO+___OO______________________O______________O____O__O___OO_O___________O_________O__O+OO_O_O__
-X-XX-_+__------____-----_____-X-X---+__-----X-_______------+______-XX_______---_______-XX_______---;-X-XX-_+__------_O__-----__O__-X-X---+__-----X-___O_O_------+_O____-XXO_O____---_______-XX_______---
+___-X-_______---__+_---__+____-X-_______-X-_______---___---+---___-XX+-X-___---_---________________;+___-X-__OO___---__+O---__+O_OO-X-_______-X-_______---___---+---___-XX+-X-O__---O---__________O_____
______+_______----__-----XX-__-+X-----__----_______________________________________________++_______;_____O+O___O__----__-----XX-__-+X-----__----__OOO____________O_O_________O__O_O____________++OO_____
-X-___-XX--X------------XXX-__--------__-X-__+____---___---___-----X-___-XX+----__------X-___++_+---;-X-___-XX--X------------XXX-__--------__-X-O_+O___---___---___-----X-___-XX+----__------X-___++O+---
___________________+_---+__+___-X-___---_---+__-X-_______---+________+__________+_________________+_;___O___O_O_______O_+_---+__+___-X-O__---_---+__-X-____O__---+________+O___O____O+_________________+O
____-X-_______---_+______________________________________________________---_______-X-_______---____;O___-X-___O___---_+_O__O____O_O____________OOO___________OO___O_______O_O---O___O__-X-____O__---____
+_-X-__---__-X-__-X-_----__---_-XX-___-X_----_+_-X++_+__+_-X________--_________________---_______-X-;+_-X-__---O_-X-__-X-_----O_---_-XX-___-X_----_+_-X++O+__+_-X______O_--____________O____---_______-X-
_-X-+___-X_---__+_-X________-+---___+_-X-X---__----X-X-__-X----X-__--------__---X-_++__-X---_____---;_-X-+___-X_---O_+_-X______O_-+---___+_-X-X---__----X-X-__-X----X-__--------__---X-_++O_-X---_____---
__-X----____----X-_______---__+_____________+---_+_____-X-______+-X-_______---______++____+_________;O_-X----__O_----X-__O____---__+_____________+---_+____O-X-_OO___+-X-_______---_____O++___O+O________
-X-____-X-----------___-XXX--X___---------_-X-+XX-X-_-------X-________--+----_____+-+X-_+___+----___;-X-____-X-----------___-XXX--X___---------_-X-+XX-X-_-------X-O_______--+----_____+-+X-_+___+----_O_
_---___---_-X-___-X-----__+---XXX-___-------___-X-_+_____---_________+_________+__----_+____-XX-____;_---___---_-X-___-X-----_O+---XXX-___-------___-X-_+___O_---_O_____O_+_______O_+__----_+_O__-XX-___O
_______________________---_______-X-_______---_______________________________________________+_+____;OOOO__O_____________OO_---_______-X-______O---______O____O_________O____O_O____O_________O___+O+___O
_++_________________________--________-X________--_+_+__+_+___---_______-X-_______-X-_______---_____;O++___________O_____O___O_O_--______O_-X________--_+O+_O+O+___---_____O_-X-_______-X-___O___---_____
______---_______-X-_______---_______++___++_______----______-XX-______----__---_______-X-_______---_;______---_____OO-X-_OOO___---_____OO++__O++______O----_O____-XX-______----O_---_____O_-X-_______---_
_____-----__+---XXX-----X------XX---____----______-X-++_+___---______________+__-----_____X--X-_____;_____-----_O+---XXX-----X------XX---__O_----____O_-X-++O+___---____________OO+__-----_____X--X-_____
______+______________________+_+_____________----___----X+-___-X-----___-X-_______---____________+__;____OO+__O_O_________O___O__O+_+_____________----__O----X+-___-X-----___-X-_O_____---__________OO+O_
_________________+______________+____+_+_________________+_+_________+_____________+---_______-X-___;_O_________O___O_+_________O___O+____+_+_________O_______+_+O__O___O_+___O_______O_+---_______-X-___
+_++---_+_-----X-___-+X----___----__---_______-X-_---------_-X--+-____----X-___+X-_------_--__-XXX-_;+O++---_+_-----X-_O_-+X----___----__---_______-X-_---------O-X--+-___O----X-___+X-_------_--__-XXX-_
____________________________________________________________________________________________________;____OO_O_________O__O__OOO_______________O__O____O_O_____O_O_________OO________O______________OOO___
__+__________________________________________________+_________+_______________+____________________;_O+OO_OO__________________O____OO____________________+_____O___+_____O___O_O_O_+OO________________O_
_______+_____---____+__-X-__--___-X-__-X___---__-X_______-----____+-X-X-_____---X-________--________;O_O__OO+O_O__---____+__-X-__--___-X-__-X___---__-X__O___O-----____+-X-X-____O---X-O_______--________
-X--X------------XX-__++__----__________________--+____+__-X_---_+__-X_-X-____-X_---____-X_______+--;-X--X------------XX-__++O_----_______________O__--+O___+__-X_---_+_O-X_-X-____-X_---____-X______O+--
__________---_______-X-_______---_____________________________________________--___+____-X________--;____OO____---_______-X-__O____---_______O_O_______O_O_O_______O_O__O_O_______O--_OO+___O-X_______O--
____-X-X-X_--------+_-X-____-X_-X-_-----_-----+X-_--+-X----_X-+----___X-+_-X------__---+XX______----;____-X-X-X_--------+_-X-____-X_-X-_-----_-----+X-_--+-X----_X-+----___X-+_-X------O_---+XX______----
--________X--------_---XXX-X-___-------___-X-___+_-----_____+X-_+___+_----_______-X-+----__-X-_-XX-_;--________X--------_---XXX-X-___-------___-X-___+_-----___O_+X-_+_O_+_----O______-X-+----__-X-O-XX-_
_+____+__________---_______-X-_______---___---__+____-X-_______---__--________-X________--__________;O+O__O+OO________---_______-X-O______---___---_O+O___-X-_______---__--__OO___O-X_______O--____OO____
__+_-X-_______---____________________+___+_____________________+_____+____________+_________________;__+_-X-_____O_---________O___O_______+___+OO___O______________O+O____+_______O_O__+O_____O_________O
_+---___+___-X----____----X-_______-X-_______---______+____________________________________________+;_+---_OO+O_O-X----___O----X-_____OO-X-O______---___O_O+____________________O_____________________OO+
__________________________________________----______-XX-______----___+___-X-___+___---____+__+__+___;_____________O_____O_________OOO___O_O____----______-XX-___O__----___+___-X-___+___---____+OO+_O+O__
_____________________---_______-X-_____+----______X-________--___________+_______________________+__;_______OO___OO_______---__O__O_-X-_____+----_____OX-OOO_O__O--__________O+___O_________O_________+__
--____+___X-________X-__---___---+-X-___-X-+---___-X-+___+__------_____-XXX-_+___-----______________;--_O__+O__X-________X-_O---___---+-X-O__-X-+---___-X-+___+__------_O__O-XXX-_+___-----______________
__________________++___---_______-X-_______---____---_______-X-_______---___________________________;__O______________O++__O---____O_O-X-OO____O---____---___OO_O-X-______O---______O_____O___O_____O____
______+____+_+_________+____--________-X__+++___--___---_____---X-_____-X---_____-X-+______---______;___O__+OO__+_+_______O_+____--_______O-X__+++O__--___---_____---X-_____-X---_____-X-+O_____---___O__
___+________________---_______-X-+______---_____--___+____-X---_____---X-_____+_---_________________;__O+O____________OO_---_______-X-+OOO_O_---_____--___+O___-X---_____---X-_____+_---_____O___OOO_____
_____+++______________----____---XX-____X-----___+--_______+__________---_______-X-_______---__++___;_____+++O___________O_----_O__---XX-_O_OX-----___+--O______+____O_____---_O_____-X-_______---__++O__
____---_______-X-_+_____---___+__---____+_+-X---_____-X-X---___------X____-XX---__+_----____________;____---_____O_-X-O+___O_---___+_O---____+_+-X---__O__-X-X---___------X____-XX---OO+_----_________O__
_+_____+______________________--__+_____X-________--____---+______-X-_______---____+_++_____________;_+O_O_O+______________________--__+_OO__X-O_O_____--__O_---+______-X-O______---O___+O++_____________
_____-X-_______---___---_+__+_+-X-_+_____---___________________+________________+______________+____;_____-X-_______---O_O---_+__+_+-X-_+_____---_O_________O__O___O+________________+OO____________+OO_O
_________________________________+___________________________________________________________+______;_O_________O_O___O___O___O_______+_O_______O____O____O____O_O____________O__O_________O____OO+O_____
______+++_____________---_______-X-__---__---__-XX_+__+_+---____________+___---_______-X-____++_---_;_O____+++O____________---_______-X-O_---__---__-XX_+O_+O+---___________O+___---_______-X-___O++_---_
_____---_______-X-__+____---_________________________+___+_______---_+_____-X-_______---____________;_____---_______-X-__+___O---__O_O_O_____O________OO__+O_O+_O_____---_+__O__-X-_______---______OOO___
______________________+______________________+_________________________________+____________________;__O____O____O__O____O_+_____O_________O_____O+____OO____________OOOO___________+_________O_____O___O
XX-_______---_______________________---_______-X-_______---_---_______-X-_______-X-_______-X-_______;XX-_O___O_---_O_________O_O____OO_O_---O______-X-O______---O---_O_____-X-_______-X-__OO___-X-_______
___---X-_____-X-X-_____-----__+____+++____________+_------_+---X--X-__+-----X-__X-___-X-----___---X-;O__---X-_____-X-X-_____-----__+____+++O_O_________+_------_+---X--X-_O+-----X-__X-___-X-----___---X-
___---__--__+-X-__-X___---__-X--+__-----X-+__-X-__--__----__++__-XX-__---_----+_-X-_______---_____+_;___---O_--__+-X-O_-X__O---__-X--+__-----X-+__-X-__--__----__++O_-XX-__---_----+_-X-_____O_---_____+_
+_________________+____________+_------____-X--X-___-------_---X-_+___-+-X-___---X---___-X---_____--;+OO___________O__O+__O_________+_------__O_-X--X-___-------_---X-_+OOO-+-X-___---X---___-X---_____--
_________+___---_+_+___-X-_+_____---_________+____+_____________________+__+---__---__-X-+_-X-__---_;_______O_+__O---_+_+___-X-_+_O___---____O____+O___+_____________________+OO+---O_---__-X-+_-X-__---_
__+_________________+_______--________-X_______---_______-X-_______---_---+______-X-_______---_+__+_;__+O________________+OO_____--_____O__-X_______---O_O____-X-O_O____---O---+O_____-X-_______---_+OO+_
________--________-X________--_+_+__________________________________________________________________;________--OOO___O_-X______O_--O+_+_________O_________O_O____O_________O_______O_____O___________OOOO
_____________________+___________________---_______-X-_______---_+______________+___________________;OO_______O_____O____O+O__________________---_O____O-X-_O_____---_+___OO____O___O+______________OOO__
______---_______-X-_+_____----________-X________-X________-X----____---XX-______----______+_____++_+;O_____---_O_____-X-_+____O----________-XO_______-X____O___-X----___O---XX-___O__----______+O____++O+
__++_+____---__+_+__-X-_______---__________---_---___-X-_-X-___---_---+__-----------XXX--X-+X-------;OO++_+____---__+_+O_-X-__O____---__________---_---___-X-_-X-___---_---+O_-----------XXX--X-+X-------
_____-XX+X-----------XX-X---__------+---___---+--X___-X-X--X--_-------X-____---------_-XX--X++-_----;____O-XX+X-----------XX-X---__------+---___---+--X___-X-X--X--_-------X-____---------_-XX--X++-_----
____________+_____________________+_________________________________________________----______-XX-__;__O_________+_______O___O_OO______+_________O_____O________O_________O_O____O__O____----_O_OOO-XX-__
___---____--_-X---__X-_-X-X-__--_-----____++_+__________________+___+_-----_____X--X-+__+_-----_____;___---____--_-X---__X-_-X-X-_O--_-----_O__++O+__________________+OO_+_-----___O_X--X-+O_+_-----_____
_----X-_+__-XX---___+----X-_+_+___---___+_______+___---_______-X-_______---___--_+______-X______+_--;_----X-_+__-XX---_O_+----X-_+_+___---___+______O+_O_---_______-X-_______---___--_+O_____-X_____O+O--
X-______-X--_+____--____---_--____-X-_-X____---_-X________-----__+____-X-_______---_______________+_;X-______-X--_+_OOO--___O---_--___O-X-_-X___O---_-X________-----__+____-X-__O____---_________OO__OO+_
__________----__---+-XX----X-+----X----_-------___-X-X-X-___---X-+-_____-X---__+__--------_____-X++X;_____O____----__---+-XX----X-+----X----O-------___-X-X-X-___---X-+-_____-X---_O+__--------_____-X++X
X-_-------X-_-X--XXX--_---------__-X-__+X----+-___--X--X-__+_----X-_--___----_-+___-X-__-X___---_+--;X-_-------X-_-X--XXX--_---------__-X-__+X----+-__O--X--X-__+_----X-_--___----_-+___-X-_O-X___---_+--
-X-_-X-__+-+---X-__+---X-X-_____-----__+_______---__+____-X-____++_-----_____---X-_____-X---_____-X-;-X-_-X-__+-+---X-__+---X-X-__O__-----__+______O---__+____-X-__O_++O-----_____---X-_____-X---_____-X-
____________________+___________________________________________________________+___________________;______________O__OOO+_________O__OO______________O_______O__O_O____O__O_________+_OOO_O___O_________
__+__---__--___-X-__X-__+---__X-__+-X-__--__+-----__-----X+-__-XX+----__-----_____-X-_______---_++__;__+__---__--O_O-X-__X-__+---__X-__+-X-__--__+-----__-----X+-__-XX+----_O-----_____-X-_______---_++O_
_+++_____________---___---_-X-+__-X-_-X-___---_-X-_---__+---_-X-_______---_++________----______-XX-_;O+++_____________---O__---_-X-+__-X-_-X-___---O-X-_---__+---O-X-_______---O++____O___----______-XX-_
X-___+____--________________________________+__+__---_---___XX-_-X-___---_---_+________________++_+_;X-_OO+____--______________O_______O_________+__+O_---_---___XX-_-X-_O_---_---_+__O______O_____O++_+_
____---_______-X-_______---_____________________________________________________--________X-_+______;____---_______-X-_______---_______________O_____O_O_O_OOO_O_O_____________OOOO_O--________X-O+O___O_
____-X-++_____---------_+__-X--X-____----X-_______---+_________+_+______---_______-X-_______---_++__;____-X-++O____---------O+__-X--X-____----X-O______---+_________+_+O_____---___O___-X-_______---_++OO
____---___---+-X-___-X-_---___---____________+_+_+__________________________________________________;O___---___---+-X-___-X-O---___---__O___OOOO__+_+_+_____O_O_______O_O_______________O___________OO___
_____---_______-X-_+_____---__+__+_-X-_+_____-X-_______---______---_______-X-__+____---__+__________;_____---_____O_-X-_+_____---_O+_O+O-X-_+O____-X-_O_____---___OO_---__O____-X-__+____---__+_______O__
______________+___________+________________________+_________+__+________---_______-X-_______---____;__O_O_________+_O_________+______________O_OOOO_O__+______O__+__+O__O____---_____O_-X-__O____---____
___________________++---_______-X-_______---__________++____+_+____---+__---_-X-___-X-_-X-___---_---;_________OO_O______++---__O___O-X-_______---__________++O___+_+____---+_O---_-X-O__-X-_-X-O__---_---
__-X-______+---___+_________+___________________+____+__---_--____-X-_X-_+_+---_--__________________;__-X-_____O+---___+_________+_______O_O_________+____+O_---_--____-X-_X-_+_+---_--_O_O_______O___OOO
___++-X-_______---___________________+__+_+__+____+_________________--_______+-X________--__________;__O++-X-_______---__O_________O____O_+O_+_+O_+____+______O____O____O--____O__+-X________--__________
________________++__---+_---_+-X-__-X-_+-X------__---X-_______---__________________________++_______;_________O_____O++_O---+_---_+-X-O_-X-_+-X------__---X-_______---O___________O____________O++____OO_
X-__-----X-----+X--X+--X-----+X----___-XX-____------_----X-X___-X----X___---X+-X_____-----_____-XX-_;X-__-----X-----+X--X+--X-----+X----___-XX-____------_----X-X___-X----X___---X+-X_____-----_____-XX-_
_____________________+______________________+_______________________________________________________;__OO_____O_________OO+O__O_O_O_________O____+O______O______________O_________O___O__O__O___O________
___________________________________________________________+________________________________________;___________O____O__O______O__O_O_______O____O_______O_O____+____O_O__O_________O_________O_OO_OO____
_______---_____---X-+____-X---_____-X-__+____-X-___--------__-X-+--+-__---X--X-___+------___________;OOO____---_____---X-+____-X---O_O__-X-__+____-X-_OO--------__-X-+--+-__---X--X-__O+------___________
_______________________+------____-X--X-____------_______---___---_-X-___-X---X-___---X---_____-X-__;___O__OO____________OOO+------____-X--X-__O_------__O_OOO---__O---_-X-___-X---X-___---X---_____-X-__
___________---______+-X-_______---______+_++___---_______-X-_______---__________+___________________;________O_O---____O_+-X-O_____O---__O__O+_++O_O---______O-X-_______---__________+O_____________OO___
______-XX-______----+___________+_______+_____++_________________---___+___-X-_______---_+__________;___O__-XX-O____O----+_O____O__O_+_______+_O___++O________________---__O+___-X-_O_____---_+__________
____________________________________________________________________________________________________;O__O_O____O__O_O_______O_O_O_____O_______O_______O_O__O_O__O______O__O____________O_____O___________
__________--____+---+-_____-X-X-_____---X-___---__--_+_-X---_+___----X____---_-X_+++-X-_-X____---_--;__________--____+---+-__O_O-X-X-_____---X-___---__--_+O-X---O+___----X____---_-XO+++-X-_-X____---_--
---_____-X-X-+____-X---_____-X_+___+__-X_______---_______-X-____+__-----______-XX-__+___----________;---O____-X-X-+____-X---O____-X_+___+O_-X_O_____---_______-X-__O_+__-----O_O___-XX-__+___----________
X-___-----X-___-X-X-+-___---------__-X-__-X-__-X--_--------X-----X+--X-X-X-----X-X---___-----+++____;X-___-----X-___-X-X-+-___---------__-X-__-X-__-X--_--------X-----X+--X-X-X-----X-X---___-----+++O___
-X-__--------__-X-X-_____-+---_____-X-_______---__------X-__-+-+X-X-__-X----X----X-X--X-X----X----X-;-X-__--------__-X-X-_____-+---_O___-X-_O_____---__------X-__-+-+X-X-__-X----X----X-X--X-X----X----X-
____________________________________________---_______-X-__++___---_________________________________;_____OOOO__O______________OOO_O__O_________O---__O____-X-__++O__---__________________OOO____O_______
__-X-__++___---_______________++____---_______-X-_+___-----_+----X-X-__-X--+-X-__--------___________;__-X-OO++___---______________O++O___---O______-X-_+___-----_+----X-X-_O-X--+-X-__--------__O________
X-________X-______+_--_____________+_______+_+_____________________________________+________________;X-O_______X-______+O--_O_________O_+_______+_+_O__O____O_______O____O____O__O_O____+_________O______
__+__---_______-X-_______-X-_______---__+___+_________---____----X-____-X----____---______++_+______;__+__---____O__-X-__O____-X-__O____---OO+_OO+_________---__O_----X-____-X----____---_O____++O+______
X-__-X-_--X-__---_-X--______--++__________________________+___________________________________+_+___;X-_O-X-_--X-_O---_-X--____O_--++O____________O______O____O+___O_________O____________________O+O+___
_____+_______________________________________---_______-X-_______---_______________+________________;OOO_O+OO____________O_______________OO_______---_______-X-___O_O_---_O_O_____O_O___+O____O__________
-XX-_-X-__--------___---X-++___-X-X-_____---X----____----X-_______---__+____+++____---_______-X-_+__;-XX-_-X-__--------___---X-++O__-X-X-_____---X----____----X-_______---__+___O+++__O_---_______-X-_+O_
________+______+____++_+___________________________________________++_________--________-X________--;_O___O__+______+__O_++O+_O___________OO____O_O_______O____________O++_________--__O_____-X________--
_____-X-_______---_____________________________________---_______-X-_______---______________________;___O_-X-_____O_---O_________O_O______________OOO___O___---___O___-X-___O_O_---O_________O____OOOO___
-X-_+_____---_______________________________________________+_________+_____________________________;-X-_+OOO__---______O_________O_OO__OOO______________________+_O____OO_+_________O_O___________O_____
___________________________________________________+_______________________+________________________;OOOO___O_________O_O___OO______O______________OOO_O+_____________O_________+_O_____O_O______________
__----_-+----XX-_-X-X-----------+_+-X-----_---X--XX-_-X-X-----_-X---__----+-X-__-XX-+---__------____;__----_-+----XX-_-X-X-----------+O+-X-----_---X--XX-_-X-X-----_-X---__----+-X-__-XX-+---__------____
-X-____-X--X-____----X-_____+_---_______________________________+_____+---+_----_-X-__-XX-_---__----;-X-__O_-X--X-O_O_----X-____O+_---_______O_________O_____O___O___+_____+---+_----_-X-O_-XX-_---__----
+---____--_-X-____-X_---____-X_-X-+___-X_-X-____--_-X-+______---+________________________+_+________;+---____--O-X-_O__-X_---____-X_-X-+___-X_-X-O_O_--_-X-+______---+______________O____O____+O+________
_-X-__+_+__---___---+_____+-X-_______-X-_______-X-_______---___________________________+____________;_-X-__+O+OO---___---+____O+-X-__O____-X-_______-X-__O____---_____O_O_______O_O___O_____+____________
__+_+_-+X-____+_----__________---___-----X-___-X-X---------XX+XX-X-_---------___----__---_-XX-__-X-_;OO+_+_-+X-____+_----____O_____---___-----X-___-X-X---------XX+XX-X-_---------___----__---_-XX-__-X-_
_______-X-_______---_______+_+__________----______-XX-______----__---++++_---X-_-----X-X-_-XXX-----_;_______-X-_______---_O_____+O+____O_____----______-XX-______----__---++++O---X-O-----X-X-_-XXX-----_
____________________________+_--________X-_+______--_______+____---_______-X-_______---___________+_;O_________O_________O______O+_--_O______X-_+_____O--_______+O_O_---__O__O_-X-O_O__O_---__________O+_
__-X-____+__---_---++__----X-_----XX---+-XX------_----__-X-__+__+_---________________---_______-X-__;O_-X-____+O_---_---++__----X-O----XX---+-XX------_----__-X-__+O_+_---_____O_________O---_______-X-__
_-XX-______----_____-------___XX--XX-___-------+----______-XX-+_++__----_______________+_________+__;_-XX-__O___----_____-------O__XX--XX-O__-------+----______-XX-+O++__----_____O______O__+_________+__
__++____--________-X___-------___-X-X-_____---X-+_+---_---___-X-______+---_---__+_+__-X-_______---__;_O++____--________-X___-------_OO-X-X-O____---X-+_+---_---O_O-X-______+---_---__+_+O_-X-_______---__
_____+____+_________________________________+___+_+__________---__+____-X-_______----_______-X-_____;O__OO+O___+_______________O___________O_O_OO+___+_+_______O__---__+____-X-__O____----_______-X-__O__
_______+__________________________________+_________________________+________________________+______;_______+O__O_________O____O______________O+O____________O___O_______+O___OOO_______________OO+O_O___
_---_+++___-X-__----_---__-X-X__+----X-X___-X--X--___------_________________________----______-XX-__;_---O+++___-X-__----_---_O-X-X__+----X-X__O-X--X--___------__O______________OOO_____----______-XX-__
_________________________________________+_______+___________________________---____----X-____-X--X-;_____O_________O__O__O_O_O_____O_O_____O_+_____O_+____O____O_O_______O_O_____---____----X-____-X--X-
__----+_____-XX-______--------______-X-X______---X_______+-X____---+-------X-+--XX-X---_-X-----___--;__----+OO___-XX-______--------___O__-X-X___O__---X_______+-X____---+-------X-+--XX-X---O-X-----___--
_______________________+__________---_______-X-____+__---____________+___________+____+_+___________;__O____O_________O_____+___O___O_O---_______-X-___O+OO---O_O_________+___________+O___+O+___________
______________+____+___________________+_______+_____---___+___-X-_______---___+____________________;_________OO___+O___+_________O_______O_+__O____+_____---___+O_O-X-___OO_O---___+__O___O_____________
+_-X--X-____------__________________+_____---______+-X-__+___+---___________+_++____________________;+_-X--X-__O_------__O_______OO_____O+_____---______+-X-_O+___+---______O____+O++____O_______________
__+_____----____+_-XX-____+_--X---+----X--X-_-X---X---_---__X-_____+__X-________--__________________;__+_O_O_----O_O_+_-XX-__O_+_--X---+----X--X-_-X---X---_---__X-_____+__X-_____O__--__________________
